0.000000000,448
0.015099000,581
0.015122000,66
0.042844000,1353
0.044014000,1355
0.058198000,2850
0.058286000,66
0.058489000,2850
0.058498000,66
0.058681000,1458
0.058955000,5634
0.058981000,66
0.058992000,1458
0.059215000,8418
0.059259000,66
0.059515000,2850
0.059523000,66
0.059655000,2850
0.059664000,66
0.059881000,9810
0.059932000,66
0.060060000,4242
0.060069000,66
0.060242000,8418
0.060298000,66
0.060575000,1458
0.060896000,2850
0.060904000,66
0.061080000,7026
0.061107000,66
0.061414000,4242
0.061440000,66
0.061474000,965
0.062371000,1458
0.062382000,66
0.062576000,7026
0.062583000,66
0.062983000,2850
0.062990000,66
0.063226000,2850
0.063233000,66
0.063389000,2850
0.063394000,66
0.063840000,1458
0.063847000,66
0.064045000,1458
0.064052000,66
0.064424000,4242
0.064431000,66
0.064620000,1458
0.064626000,66
0.065067000,4242
0.065074000,66
0.065445000,1458
0.065452000,66
0.065849000,2850
0.065857000,66
0.066298000,2850
0.066306000,66
0.066502000,1458
0.066508000,66
0.066675000,1458
0.066681000,66
0.067097000,4242
0.067105000,66
0.067525000,1458
0.067532000,66
0.067906000,4242
0.067913000,66
0.068344000,1458
0.068351000,66
0.068550000,2850
0.068556000,66
0.068755000,1458
0.068762000,66
0.068927000,1458
0.068932000,66
0.069353000,4242
0.069361000,66
0.069779000,1458
0.069785000,66
0.069943000,1458
0.069949000,66
0.070392000,4242
0.070399000,66
0.070802000,1458
0.070824000,66
0.071007000,2850
0.071014000,66
0.071176000,1458
0.071181000,66
0.071584000,2850
0.071591000,66
0.071827000,1458
0.071833000,66
0.072031000,1458
0.072036000,66
0.072236000,1458
0.072243000,66
0.072864000,1458
0.072870000,66
0.073106000,4242
0.073113000,66
0.073516000,2850
0.073523000,66
0.073721000,2850
0.073728000,66
0.073924000,1458
0.073931000,66
0.074524000,1458
0.074531000,66
0.074764000,2850
0.074771000,66
0.074941000,1458
0.074945000,66
0.075173000,1458
0.075179000,66
0.075581000,1458
0.075588000,66
0.075589000,1458
0.075591000,66
0.075788000,1458
0.075794000,66
0.076194000,2850
0.076201000,66
0.076402000,1458
0.076408000,66
0.076608000,2850
0.076614000,66
0.076780000,1458
0.076785000,66
0.077223000,4242
0.077230000,66
0.077699000,1458
0.077703000,66
0.077941000,2850
0.077945000,66
0.078387000,1458
0.078390000,66
0.078630000,2850
0.078633000,66
0.078871000,1458
0.078875000,66
0.079129000,1458
0.079136000,66
0.079243000,1458
0.079246000,66
0.079654000,4482
0.079660000,66
0.098926000,66
0.157859000,471
0.172822000,282
0.172882000,66
0.320494000,1363
0.336009000,1458
0.336192000,4242
0.336214000,66
0.336428000,8418
0.336446000,66
0.336598000,5634
0.336639000,66
0.336792000,7026
0.336838000,66
0.337004000,8418
0.337049000,66
0.337197000,7026
0.337204000,66
0.337402000,7026
0.337408000,66
0.337645000,2850
0.337651000,66
0.338378000,1458
0.338581000,8418
0.338685000,66
0.338816000,1458
0.339028000,2850
0.339047000,66
0.339232000,1458
0.339590000,1458
0.339618000,66
0.339833000,1458
0.340004000,1458
0.340031000,66
0.340251000,1458
0.340450000,2850
0.340470000,66
0.340854000,2850
0.340877000,66
0.341071000,1458
0.341275000,1458
0.341312000,66
0.341480000,1458
0.341907000,1458
0.341961000,66
0.342149000,2850
0.342166000,66
0.342676000,1458
0.342923000,5634
0.342941000,66
0.343846000,2850
0.343880000,66
0.344084000,2850
0.344103000,66
0.344264000,1458
0.344490000,2850
0.344571000,66
0.344664000,1458
0.344897000,2850
0.344944000,66
0.345313000,2850
0.345342000,66
0.345516000,1458
0.345705000,1458
0.345728000,66
0.346095000,4242
0.346144000,66
0.346542000,1458
0.346744000,2850
0.346750000,66
0.346949000,1458
0.347121000,1458
0.347125000,66
0.347568000,2850
0.347624000,66
0.347773000,1458
0.347945000,1458
0.347967000,66
0.348145000,2850
0.348183000,66
0.348387000,1458
0.348609000,1458
0.348618000,66
0.349054000,1458
0.349411000,1458
0.349420000,66
0.349628000,4242
0.349651000,66
0.349836000,1458
0.350066000,1458
0.350078000,66
0.350271000,1458
0.350470000,1458
0.350481000,66
0.350638000,1458
0.350852000,2850
0.350869000,66
0.351381000,1458
0.351599000,1458
0.351612000,66
0.351833000,2850
0.351847000,66
0.352036000,1458
0.352240000,1458
0.352253000,66
0.352613000,4242
0.352628000,66
0.353057000,2850
0.353070000,66
0.353472000,1458
0.353633000,2850
0.353638000,66
0.354084000,1458
0.354289000,1458
0.354293000,66
0.354463000,2850
0.354477000,66
0.354698000,1458
0.354872000,1458
0.354886000,66
0.355304000,2850
0.355322000,66
0.355517000,1458
0.355723000,1458
0.355727000,66
0.355928000,1458
0.356155000,446
0.356159000,66
0.371615000,1361
0.399271000,1458
0.399471000,2850
0.399501000,66
0.399664000,8418
0.399719000,66
0.399859000,7026
0.399925000,66
0.400064000,7026
0.400072000,66
0.400307000,8418
0.400347000,66
0.400477000,7026
0.400489000,66
0.400704000,8418
0.400752000,66
0.400943000,2850
0.400953000,66
0.401645000,2850
0.401652000,66
0.401916000,5634
0.401965000,66
0.402118000,2850
0.402162000,66
0.402457000,2850
0.402501000,66
0.403113000,2850
0.403122000,66
0.403376000,488
0.417875000,1363
0.432713000,1458
0.432933000,2850
0.432970000,66
0.433150000,8418
0.433194000,66
0.433319000,5634
0.433336000,66
0.433522000,7026
0.433563000,66
0.433757000,9810
0.433780000,66
0.433971000,2850
0.433977000,66
0.434523000,1458
0.434769000,8418
0.434787000,66
0.434947000,7026
0.434964000,66
0.435152000,7026
0.435159000,66
0.435573000,1458
0.435793000,1458
0.435798000,66
0.435994000,1458
0.436204000,2850
0.436221000,66
0.436382000,1458
0.436672000,1458
0.436678000,66
0.437098000,4242
0.437113000,66
0.437526000,1458
0.437733000,2850
0.437747000,66
0.437938000,1458
0.438173000,1458
0.438187000,66
0.438589000,4242
0.438602000,66
0.439028000,1458
0.439234000,2850
0.439237000,66
0.439439000,1458
0.439664000,1458
0.439667000,66
0.440101000,4242
0.440115000,66
0.440519000,1458
0.440723000,1458
0.440738000,66
0.440929000,1458
0.441113000,1458
0.441117000,66
0.441361000,1458
0.441564000,2850
0.441603000,66
0.441962000,1458
0.442178000,1458
0.442210000,66
0.442559000,1458
0.442798000,4242
0.442824000,66
0.442994000,1458
0.443223000,1458
0.443254000,66
0.443536000,2850
0.443638000,1458
0.443656000,66
0.444136000,1458
0.444324000,2850
0.444355000,66
0.444573000,1458
0.444635000,1458
0.444650000,66
0.444926000,1458
0.445115000,2850
0.445172000,66
0.445453000,1458
0.445837000,2850
0.445848000,66
0.446297000,2850
0.446308000,66
0.446516000,1458
0.446593000,1458
0.446600000,66
0.446884000,1458
0.447038000,2850
0.447057000,66
0.447449000,1458
0.447657000,2850
0.447672000,66
0.447904000,1458
0.448253000,1458
0.448271000,66
0.448384000,1458
0.448675000,2850
0.448693000,66
0.449224000,2850
0.449243000,66
0.449445000,1458
0.449802000,1458
0.449821000,66
0.449989000,1458
0.450274000,2850
0.450299000,66
0.450493000,2850
0.450512000,66
0.450759000,1458
0.450995000,1458
0.451013000,66
0.451147000,1458
0.451336000,1458
0.451350000,66
0.451665000,2850
0.451683000,66
0.451999000,2850
0.452054000,66
0.452262000,1458
0.452615000,2850
0.452622000,66
0.452954000,1458
0.453063000,2850
0.453068000,66
0.453468000,2850
0.453474000,66
0.453663000,1458
0.453897000,1458
0.453901000,66
0.454314000,4242
0.454329000,66
0.454750000,1458
0.454923000,1458
0.454927000,66
0.455345000,2850
0.455365000,66
0.455609000,1458
0.455767000,1458
0.455783000,66
0.456214000,2850
0.456230000,66
0.456445000,1458
0.456679000,1458
0.456694000,66
0.457059000,2850
0.457130000,66
0.457266000,1458
0.457429000,1458
0.457463000,66
0.457707000,1458
0.457993000,1458
0.458013000,66
0.458323000,2850
0.458338000,66
0.458449000,1458
0.458731000,2850
0.458749000,66
0.458928000,1458
0.459118000,1458
0.459136000,66
0.459428000,1458
0.459597000,1458
0.459614000,66
0.459801000,1458
0.459970000,1458
0.459985000,66
0.460367000,2850
0.460386000,66
0.460590000,1458
0.460809000,2850
0.460824000,66
0.461002000,1458
0.461172000,1458
0.461184000,66
0.461612000,1458
0.461853000,2850
0.461869000,66
0.462232000,1458
0.462465000,2850
0.462469000,1458
0.462511000,66
0.462698000,2850
0.462713000,66
0.462881000,1458
0.463140000,1458
0.463156000,66
0.463329000,2850
0.463344000,66
0.463757000,1458
0.463963000,1458
0.463967000,66
0.464364000,2850
0.464382000,66
0.464808000,2850
0.464823000,66
0.465022000,1458
0.465225000,1458
0.465240000,66
0.465391000,2850
0.465407000,66
0.465618000,1458
0.465911000,1458
0.465915000,66
0.466355000,2850
0.466375000,66
0.466557000,1458
0.466763000,1458
0.466778000,66
0.466965000,2850
0.466980000,66
0.467139000,1458
0.467726000,1458
0.467741000,66
0.467927000,2850
0.467943000,66
0.468349000,1458
0.468518000,4242
0.468533000,66
0.468840000,1458
0.468901000,1458
0.468925000,66
0.469116000,1458
0.469345000,1458
0.469359000,66
0.469587000,1458
0.469790000,1458
0.469805000,66
0.469996000,1458
0.470200000,1458
0.470214000,66
0.470391000,1458
0.470603000,2850
0.470618000,66
0.470987000,2850
0.471002000,66
0.471206000,1458
0.471507000,1458
0.471521000,66
0.471933000,2850
0.471947000,66
0.472363000,1458
0.472569000,2850
0.472583000,66
0.472772000,1458
0.472977000,1458
0.472982000,66
0.473181000,1458
0.473386000,1458
0.473390000,66
0.473793000,1458
0.473964000,4242
0.473984000,66
0.474205000,1458
0.474402000,1458
0.474415000,66
0.474840000,4242
0.474879000,66
0.475251000,1458
0.475461000,2850
0.475466000,66
0.475668000,1458
0.475885000,1458
0.475891000,66
0.476355000,4242
0.476405000,66
0.476812000,1458
0.476979000,2850
0.476995000,66
0.477246000,1458
0.477798000,1458
0.477805000,66
0.478273000,2850
0.478289000,66
0.478603000,1458
0.478712000,4242
0.478728000,66
0.478997000,1458
0.479203000,1458
0.479219000,66
0.479502000,1458
0.479672000,2850
0.479690000,66
0.479954000,1458
0.480138000,2850
0.480154000,66
0.480511000,2850
0.480548000,66
0.480723000,1458
0.482962000,1458
0.483019000,66
0.483171000,8418
0.483209000,66
0.483391000,7026
0.483399000,66
0.483717000,2850
0.483723000,66
0.484025000,2850
0.484032000,66
0.484361000,1458
0.484559000,2850
0.484565000,66
0.484653000,1458
0.484864000,1458
0.484869000,66
0.485305000,1458
0.485472000,1458
0.485479000,66
0.485898000,2850
0.485919000,66
0.486123000,2850
0.486139000,66
0.486279000,1922
0.486347000,66
0.503474000,1362
0.518865000,1458
0.519083000,2850
0.519101000,66
0.519280000,8418
0.519307000,66
0.519492000,7026
0.519552000,66
0.519691000,8418
0.519749000,66
0.519891000,7026
0.519918000,66
0.520106000,7026
0.520113000,66
0.520737000,1458
0.520965000,8418
0.520991000,66
0.521170000,7026
0.521178000,66
0.521391000,2850
0.521398000,66
0.521594000,1458
0.521799000,2850
0.521806000,66
0.522003000,1458
0.522208000,1458
0.522214000,66
0.522407000,1458
0.523123000,1458
0.523129000,66
0.523367000,2850
0.523395000,66
0.523571000,1458
0.523743000,2850
0.523771000,66
0.523978000,1458
0.524229000,1458
0.524272000,66
0.524450000,1458
0.524641000,1458
0.524663000,66
0.524869000,2850
0.524912000,66
0.525291000,1458
0.525499000,4242
